TOTEMPLOYEE,TOTVOLUNTEERS,TOTALREVPRIOR,TOTALREVCURRENT,SALARIESCURRENT
0,,0,473970,29300
1,18,2129289,495789,126204
3,50,309524,523718,138039
24,121,981182,923799,664844
22,11,825443,937514,556037
0,15,1074085,717098,181219
15,,1543745,1398500,1032085
6,3262,937141,949041,159129
1,11,57539,52123,36886
20,180,313663,319410,224756
3,50,0,491164,88208
0,6,1040616,693385,0
24,20,303402,229919,157606
5,20,21322,286533,113918
4,117,431870,458604,214454
15,100,1584412,1540094,635083
0,3,248653,244202,0
0,24,86257,67012,0
0,0,3292769,3285365,1897455
0,0,98111,81113,0
0,0,0,0,0
4,68,205142,171836,114772
334,203,16495090,16602162,10071217
142,570,168067255,263764432,15914240
373,8625,10828933,14038403,5932302
0,10,9545,17690,0
20,100,179669,233228,159482
6,300,538802,532507,163058
5,,1157231,1263086,70855
0,,77233,73132,0
4,20,270589,1238746,73791
3,3,266371,325018,186250
4,86,512612,526900,265866
11,,737854,662475,466870
0,,83577,181623,0
68,14,3948006,3585545,2283257
0,0,666274,675102,0
305,8,9396239,10228930,4714418
0,15,195827,59343,0
0,,146892,299759,0
4,350,204041,351666,107827
16,,980821,1071864,630271
222,,4251621,4926477,5194796
322,0,9249611,10357108,4489904
0,100,196782,187852,0
9,,584141,424352,193490
97,,1843168,2215550,1899491
3,45,319716,393275,92255
0,0,3527257,3526947,0
14,,478745,587578,390835
11,50,850550,930712,511292
81,45,4457276,4067387,2938472
105,807,24036944,23115979,14948873
20,300,1192348,3279212,574966
85,,2787566,2857229,660024
0,15,224800,195390,132742
77,10,1624978,1735888,1118995
0,0,508973,614423,211347
13,0,512948,602501,299979
72,0,12974003,14501757,5016417
0,19,3083247,3835945,1162466
41,0,1753653,1832743,1385585
0,14,61288,58453,940
1,10,121637,73228,61756
43,50,2737826,3021780,2001997
2,750,202851,195303,89037
0,,82899,113811,0
34,,2943916,3455269,1764831
15,0,1008753,1062050,904863
3,,166204,175615,109073
36,0,1168557,1142401,853467
0,23,140659,180516,0
14,0,182357,152813,99092
0,8,319276,344151,0
36,,2095452,2210608,1349112
546,14,26380766,27524832,17434070
56,2274,972960,1150581,576931
8,,386907,676252,346390
16,20,794086,847018,505015
0,7,1188800,1328670,1016945
2,30,451626,594277,178478
401,45,27046965,27656736,12803377
286,42,16626118,17499314,9576303
17,70,710852,722837,216072
5,0,1251987,1088898,618835
16,240,9834605,23056367,1203052
0,,186650,193835,3370
0,10,49043,42580,0
93,190,3916246,4597729,2081579
0,60,211717,56041,0
0,0,0,246325,0
0,13,355879,375200,0
13,0,621815,892322,403293
38,74,796258,1226465,558566
2,300,402188,346168,109084
0,0,304532,353476,0
,,,0,0
,,,81598,27214
,,,50920,0
,,,450,0
,,,51977,0
,,,80989,34971
,,,12000,0
0,4,18863,18277,0
13,500,1078585,1065698,596510
0,,53623,60519,0
0,25,314144,183375,2940
0,,562992,594456,0
0,7,0,1633430,0
62,0,1756114,1895416,1349217
2,,931443,571940,133461
5,110,928287,569798,116063
36,50,33847572,34486927,3453027
1,,112138,181822,81619
0,10,0,400000,0
0,,396092,334712,0
13,35,5826739,6129665,709196
0,3,0,550240,0
0,,219619,646397,0
3,0,6889330,14720210,203533
0,,18723,11812,0
0,,1345875,1249386,830389
0,,255220,222359,0
39,53,1981417,2086557,1629802
5,10,456050,349675,49175
1,16,154527,174930,40729
12,,277839,346100,83568
0,,255184,246264,0
2,,270242,184991,62198
23,0,7942999,7542461,2705567
0,47,2236834,4022814,2117120
8,15,39154,78993,7526
33,14,970447,927861,531586
0,3,49248,47750,0
38,9,2258676,2300971,524458
2,50,127405,96305,65153
0,14,50369,86348,0
17,,614616,612153,78954
0,,93110,85324,25387
32,25,836335,774094,579898
0,5,150904,151835,0
0,,0,0,0
4,5,193983,227039,86376
0,0,30063,30001,0
149,1435,8207593,8328801,4791876
,,,13167,0
,,,84182,0
,,,0,0
,,,82719,33997
,,,69230,0
,,,47352,0
,,,38353,0
,,,22074,0
,,,52500,0
,,,7096,0
,,,34529,0
,,,64975,0
,,,10799,0
,,,2694,0
0,0,8407305,7144866,0
0,0,8675267,10849760,0
2,12,8578381,8162845,285162
0,12,46395,187959,0
15,0,487336,494986,325813
2,0,173817,402707,101681
12,25,286480,943560,419014
5,25,282591,269545,225396
6,,795496,2964024,278609
0,100,227707,122873,0
6,4,314226,514888,98628
13,0,196730,185964,110221
4,48,846916,1218030,230325
0,10,263656,243595,14550
0,0,196446,204050,0
254,20,13299961,13975391,8850532
13,176,656381,676062,330928
0,40,428917,281230,0
229,427,2456798,2622970,1924778
4,15,73416,455588,202990
27,21,2097969,241423,167634
1,13,0,250005,90486
80,111,8285199,8983360,4182848
0,0,186502,245131,0
0,8,200504,163784,10500
0,200,1687198,1619934,0
9,75,393064,534779,284381
4,,802709,723062,157537
0,,198920,239938,0
13,104,359130,305203,217391
0,18,14425,29448,0
7,150,244568,273696,178968
15,,852937,458419,204957
508,111,47912170,53412797,16701601
229,15,11565077,11447927,8932667
17,272,603031,669540,337092
26,100,2020515,2456469,1707589
0,7,917362,900044,132766
0,25,84642,127645,0
63,7333,2537548,2991938,1326520
9,,1623879,1624427,456330
2,90,351854,940747,127762
0,,757589,627768,0
0,40,182201,190188,0
0,,1962687,34642,0
1,0,372201,384527,67233
0,,0,220831,0
90,13,3076176,3262301,2337226
33,500,2033124,1561865,774012
3,0,225734,164553,89151
0,0,478196,541773,61514
0,5,1362930,105425,0
0,5,115189,92493,0
2,,3184576,1403669,201624
139,600,1754877,2479651,1434085
0,35,477549,528572,0
0,25,163664,134744,0
0,8,335730,333093,108565
0,3,1668225,861168,0
0,0,739859,1116184,0
23,100,664719,693880,541126
63,,901621,935338,628652
0,0,567701,595336,174945
6,149,485653,340110,185246
0,0,68851,62383,16541
1139,57,105546181,113170473,65963054
25,500,67996944,31365561,1458516
0,0,2453408,2796993,689773
6,15,422966,446942,295790
0,,0,255962,0
0,,109825,201394,0
15,250,1227211,894037,345248
535,172,43292578,44874964,26154460
7,0,330030,351869,140291
0,,251642,270262,44312
6,75,268877,287607,187853
0,,80072,142770,0
2,171,278641,208271,52050
0,5,19326053,2577326,0
14,21,4825621,5392384,1075038
0,,0,180609,0
0,,0,384120,0
2,1258,2590004,2298180,175405
0,0,318400,518837,0
31,20,683958,731475,452672
4,20,176602,104774,18120
3,,169728,187571,126246
0,0,343198,399541,113604
0,0,182010,135084,0
28,80,1966955,2672667,1686045
57,60,1763434,2037430,1009269
17,300,1809288,1752394,459846
2,50,233116,199926,70006
41,0,1515,4454960,847194
0,0,0,0,0
2,35,233440,373190,50182
0,5,63350,100000,0
44,128,1713248,1803833,540234
22,113,1181379,846524,564634
0,25,371738,3121720,0
20,,636703,604917,418114
0,,104217,198457,0
3,100,274156,282626,74003
12,130,1102766,1065109,219907
8,0,554251,572968,135568
0,40,573611,937730,0
1,0,40722,47901,0
14,43,401718,411470,185352
0,,30332,53606,0
6,34,650400,952557,367123
0,0,370800,163870,82220
0,15,279680,280577,0
25,161,2026378,2149892,619659
0,0,225423,226598,77865
0,0,178831,142579,66670
7,,285254,212317,99665
4,0,742121,835809,597724
13,0,232837,246441,41587
2,40,242381,302891,110636
0,5,0,236959,0
395,18,5903305,7775919,5343869
56,0,4512560,5649755,2855451
0,,31586,43520,0
9,100,249346,545991,150088
0,,62104,80204,6500
74,200,1748575,1762989,1375689
0,,99507,106541,0
9,45,2056524,2021157,609148
6,5,349179,358091,265433
8,20,213752,328118,148123
0,,36047,45351,0
96,0,1318849,1245234,918034
0,0,113481,278601,0
0,200,25105,29038,0
38,5,755024,669352,594552
23,16,1611690,1799273,1327791
1,9,681250,1147032,120503
1,,289191,208130,134189
2,4,131649,263452,233823
10,20,1008305,1120176,237145
8,18,1208256,2023991,618378
26,5,524356,706543,412707
3,,450499,447562,90831
0,,699926,651381,531198
0,0,65490,46068,0
0,,236908,145071,0
2,,1919507,1598248,209542
0,,90204,394984,0
3,125,267745,296018,112711
6,14,525674,483672,296734
18,,388630,399373,223896
0,50,139712,111867,0
0,50,52045,38580,0
,,,26474,0
,,,46797,41717
,,,57789,0
,,,10450,0
,,,49690,0
,,,17477,0
,,,26607,0
,,,19851,0
,,,45867,26166
,,,85289,26133
,,,41130,0
,,,69944,0
,,,53784,0
,,,141185,62778
,,,54355,0
,,,22506,0
,,,74872,0
,,,35175,0
,,,72837,27334
,,,76311,0
,,,70042,0
,,,62508,0
,,,176546,0
,,,54376,0
,,,106430,65309
233,12790,74979567,63166205,10515436
22,110,450108,392738,311227
0,0,148861,146541,4305
0,,0,127742,0
0,0,171719,267486,71047
9,30,232789,196547,70886
0,600,32338,74027,0
226,30,22044633,29719244,10020962
187,0,8053747,8607852,4956369
62,,3038405,3000839,2117051
0,100,106688,100824,0
0,,51256,61969,0
17,55,6027675,1165029,596169
0,270,101832,123234,0
17,250,569371,870638,637429
10,130,4290952,3409283,410080
18,0,304281,256382,142716
0,8,421100,440688,0
3,,206441,211737,47961
10,833,2056233,2330004,730260
13,0,515797,514287,349640
0,0,77445,125676,0
8,,419169,326580,128864
1,0,306791,439526,79897
6,0,1423091,1516800,236308
3,75,1050296,1959320,128572
0,50,262591,294387,0
,,,80237,0
,,,113583,56199
,,,35000,0
,,,82617,0
,,,80509,0
,,,41745,0
,,,118457,0
,,,35426,0
,,,53909,0
,,,7760,0
0,0,190618,175294,72212
36,105,745497,728737,353722
0,,0,128410,0
1155,500,26327232,23221699,17785066
29,125,938556,925126,388651
40,100,3470322,3787548,2112141
23,1,438620,425546,334797
67,,2526899,2765720,1940963
29,5,561519,571593,386747
4,10,210043,316483,179432
0,,4377694,11643705,0
38,,1096103,1188944,927103
0,,33000,716350,0
0,,226406,286245,0
0,,420098,409493,0
24,302,623088,674775,394528
0,,327729,338233,0
0,,127046,116586,0
2,,197850,225627,138055
22,,420414,662524,166019
53,19,1324167,1562234,1001603
0,7,411843,370350,38000
1,0,234356,288222,284063
11,,71396,249097,82569
6,,1059329,1057673,562013
9,45,579681,313303,137141
0,,269820,265300,1500
,,,0,0
,,,19955,0
,,,21999,14755
,,,100915,45546
,,,9437,0
,,,21832,10795
,,,11078,882
,,,155482,57668
,,,55749,17336
,,,89198,0
,,,60213,0
,,,30942,0
,,,72070,41585
,,,0,0
,,,71405,0
,,,110595,19018
,,,13,0
,,,13442,0
,,,0,0
,,,26772,0
,,,87519,0
,,,179691,53106
,,,157562,0
,,,115455,0
,,,34150,0
10,75,335174,267233,110045
2,25,0,401945,137254
646,299,21930033,22962796,13330335
0,,0,36,0
4,3,559607,597337,369269
0,55,165229,154032,0
0,,60131,220628,0
3,,1906695,1912579,276119
240,0,14499732,14616946,9314942
,,,50780,0
,,,27,0
,,,42226,0
,,,3289,0
,,,1209,0
,,,67917,2000
,,,23681,0
,,,7256,0
,,,148201,4000
,,,145760,0
,,,44117,0
,,,981,0
,,,79429,0
0,7,47310,53813,0
2,0,1636041,2465661,57064
2,68,380211,399711,67986
8,0,643293,538907,359239
0,100,2022355,1720981,53371
4,12,436599,337414,254372
0,,154505,183686,0
41,,1222223,1330964,875668
0,,318103,440306,156736
11,20,162461,172563,91445
14,800,774201,1105042,720667
14,10,1702452,2301088,508707
0,120,283636,313907,0
0,10,132374,95583,0
4,0,445022,509648,132731
0,,245863,279200,0
0,3,647560,862035,0
0,139,52674,61918,0
3,65,292956,339852,59949
461,53,29122759,31548601,11665148
10,14,1734428,1876891,424266
84,90,3099707,2951203,2332715
0,0,26769,0,0
258,12,46099442,56240028,29679886
3,41,108507,163020,90343
10,,148149,124090,55390
0,,1243492,1949216,0
0,,771736,760979,13451
0,9,128767,151537,296
2,,976535,1019197,107152
3,34,519940,1035122,112075
14,,211155,232171,108148
0,12,123119,421318,0
150,108,5754488,6382548,4281181
0,0,635461,400171,30058
9,144,838184,1038242,461988
6,1696,950639,1200504,447419
142,205,7582542,10228860,5221188
11,,1631056,1663719,755265
24,200,512172,572763,293887
196,250,17576045,19131502,8722487
0,1274,211858,336833,0
292,,8355499,8273519,4904354
0,400,182282,190894,0
4,,159161,169945,63706
8,50,574336,715707,308447
0,14,1307242,1114354,0
0,,123419,31421,0
0,,342819,145896,0
1,94,344560,691469,4440
0,,116956,138281,0
0,0,205469,202966,0
0,,278670,275821,118723
0,40,146043,161170,0
54,16297,3288969,3463907,2207254
0,,258234,267986,51127
0,,72114,58807,48632
0,,18154,12551,0
3,35,186793,196896,92578
0,5,685973,651096,0
0,,0,210172,0
0,,433809,434334,38739
6,15,514530,466942,155471
0,8,24444,223865,0
55,150,3424692,3662302,2388420
0,,1069342,938153,132829
0,20,288521,288004,0
0,429,405262,33938,42
0,0,324163,63530,74392
3,,424099,428200,223461
0,0,677034,2244295,0
2,10,1185686,1324260,201374
126,102,48387004,54946922,18431695
0,492,183801,362178,0
314,107,14433547,14498441,11931709
193,7,9959804,9851172,6307107
10,,327684,367628,258754
0,3,73412,40939,0
5,60,2345103,2412404,535163
285,0,6378449,6265576,5714782
0,0,752597,4607926,0
7,,169982,362192,145585
6,5,209457,314027,143838
151,220,4473487,4523370,3097689
0,350,12419298,15618408,0
0,,85064,83636,0
7,,29542,411984,236970
34,10,1109022,1130917,563948
18,13,1220250,1256201,694984
18,5,6288200,5647422,1931075
7,1,2815972,2288702,693755
25,,4275575,4040514,3299330
0,246,274497,462828,117717
0,19,105525,195455,7051
0,5,82893,82893,12000
1,300,299501,325124,41984
0,300,0,37523,0
5,,402661,829884,169970
350,135,27204549,30969105,18091199
9,35,495894,735699,464222
0,25,93776,109615,0
0,16,64828,64414,0
0,,379692,410420,0
6,40,1399213,1757990,516105
83,,859307,726456,504752
0,,328259,418759,233993
0,50,328694,326173,0
0,0,250094,1736,58337
1,15,561128,837189,125972
352,375,6596674,7580618,3270816
0,3,16778,16528,0
0,5,336626,285872,0
3,0,136931,169240,57843
0,750,308174,337032,0
0,0,991122,1108568,0
0,700,187387,252416,0
489,358,9488591,8419362,5978827
37,100,3165991,2643694,963540
3,26,633115,339370,145240
0,45,70010,169121,0
29,24,935737,897763,211458
4,0,659172,1015399,257747
11,6,0,159858,108321
47,0,2846536,3130532,2495252
0,5,135875,229484,27000
50,1059,8066524,9552352,3052316
3,15,331611,428677,77970
0,7,159828,158394,0
57,65,1717197,1590992,1126788
0,100,281325,237690,0
55,,866699,785440,596141
0,60,731650,293678,0
36,5,1353823,1303625,630708
34,,901721,848785,570309
0,,54488,107015,0
0,4,989705,1017163,275992
0,7,392580,366211,0
0,25,440261,361251,0
3,100,1158702,1552144,165212
24,2820,12947821,15718158,547232
517,17,41811999,44557477,29312075
152,220,18625487,18743168,6437841
5,300,864070,1116771,151315
301,50,31831858,36323220,17155647
0,0,4608,5250,0
5,,245683,213449,67977
0,22,51779,94537,480
133,1365,6402116,7312118,4320342
80,184,1848155,1891422,892208
3,1000,204479,218837,165018
0,,212152,92234,0
0,38,723324,810786,0
34,27,452327,485411,292949
0,10,114480,293236,0
21,26,852337,896654,556639
26,0,2520138,2672319,2224405
3,,328116,392008,170752
216,70,6964833,7399778,4525624
31,0,10603768,10227013,4201565
580,148,32958500,34749610,20906143
0,30,26818,26995,0
27,35,1212083,1503844,1038501
0,,84111,83849,0
86,15,1694178,1725891,1058073
0,7,600311,417849,128087
5,35,829721,204497,213132
,,,1,0
,,,105314,0
,,,26456,0
,,,140508,46730
,,,47422,21876
,,,22717,0
,,,90173,11090
,,,89077,19200
,,,11764,0
,,,82322,39000
,,,109959,0
,,,115461,0
,,,58578,0
13,200,682772,943860,483424
3,10,740386,874149,101373
0,0,331921,414568,325361
0,8,307718,473148,0
4,0,101596,475267,58762
6,1,356243,292254,244169
0,90,8562,15028,0
0,4,696911,1077915,138657
22,0,4905042,7030713,2352783
2,21,300887,292449,94111
1,130,2876314,3319267,121602
2,,147336,156560,66087
0,14,123746,172215,0
18,24,1922102,1922173,932029
72,20,2478872,2959617,230603
5,0,96873,649030,289976
26,250,201033,276836,67755
0,4,105794,109459,27200
0,5,1098,435775,0
0,15,119061,351367,11000
2,72,123471033,239113,177166
0,0,27510,31978,0
0,,255546,324471,107399
84,,4219703,4197825,1820153
0,0,72303,76457,0
0,0,209916,204374,0
0,20,49204,149899,0
29,,1846118,1902438,1476356
0,0,690097,1187822,0
11,30,478917,1612044,64659
0,16,605050,597178,144250
0,117,37038,63147,0
0,,157522,207987,0
0,300,143775,3053991,111526
0,0,447517,243072,0
0,30,774927,892103,353816
1,,416465,191575,52765
0,,635969,516514,0
0,0,-72702,17159,0
52,50,4062362,5352141,2847979
3,0,221103,299002,125308
109,8,3576194,3469481,2797569
10,138,703038,695516,388847
0,,84061,100375,0
62,430,1524936,1514745,791196
2,88,309284,653104,64505
0,300,175495,161857,0
115,19,5788348,6010471,3799818
0,50,590057,1107913,0
0,,293937,215181,0
0,,3476,0,0
0,7,412721,424131,180773
0,0,622590,450575,285266
0,,282080,290977,0
0,0,67748,69752,18845
174,0,2071121,2039702,670983
0,0,254265,447631,0
7,,204459,238930,149978
7,,125301,164173,90762
27,0,1641187,1723141,621439
5,500,562966,603306,152088
,,,31222,0
,,,1376,0
,,,25133,0
,,,81438,44369
,,,141104,66609
,,,94120,0
33,,501712,492475,335061
0,10,253777,456515,0
0,,86303,74079,0
104,,3876649,4919924,2417869
6,,183573,171215,47253
46,0,992946,936130,706223
0,0,41191,43578,0
106,8,6265655,10073470,3054501
12,,291932,221242,112599
0,135,82040,153556,0
0,,128791,91120,31200
0,,120531,121364,0
0,,52489,50370,0
8,,764264,700321,95389
4,11,713175,599525,55069
0,6000,602359,1741317,0
4,50,209738,156214,91975
0,0,0,22000000,0
0,25,269328,271970,0
7,9,725557,712618,233619
0,,141872,410542,0
2,50,0,202721,72340
0,0,223925,268632,0
0,0,803146,562120,335028
0,0,17550,242325,0
17,197,9836339,7131129,1464607
23,,838085,722348,362497
3,10,330524,313157,63245
33,75,2332270,1484732,1520126
21,,1792710,1661710,939666
9,25,232746,242408,172979
174,336,5688359,5730410,3052101
0,220,424251,347117,0
12,,991108,1202033,291690
15,213,1926635,2798511,1022882
6,,587909,444473,154406
0,10,85282,126594,0
4,50,482594,440491,100728
,,,40273,0
,,,86129,0
,,,40508,0
,,,190003,62558
,,,83567,0
,,,63075,0
,,,72818,23306
,,,38850,0
,,,84967,20669
,,,19724,0
,,,12912,0
,,,69600,0
,,,56003,0
,,,79436,0
,,,82124,0
,,,111405,26605
,,,22005,0
,,,120929,38048
,,,24764,0
,,,89458,71950
,,,27057,0
,,,103988,0
,,,147468,0
,,,115629,54556
,,,13991,0
,,,27009,0
,,,40309,22700
,,,123440,64132
,,,172304,101487
,,,48587,0
1,0,325,920,31500
0,,0,217225,38892
3,,13865270,13865270,726074
10,0,790970,1321056,651250
0,0,141521,251129,0
0,,0,251337,0
3,,372087,115624,74838
1,,570888,1002948,120529
0,,5547,6175,0
40,71,2836698,3526743,1986395
0,10,33351,40248,0
0,0,10534,56003,0
10,377,233285,320714,136913
194,6631,5331624,4649737,2786016
0,125,238775,247746,0
0,0,18510,19886,0
0,23,1021361,579202,0
0,8,4803689,54702,0
0,20,230965,273025,0
28,4,1404064,910895,744203
4,2,3738804,3617805,432998
59,0,1869681,1628720,697114
23,100,3754811,4121342,1064290
10,20,190206,990286,228703
0,0,110676,116324,0
0,0,314679,334373,105511
73,2,17205155,20560101,4061105
1,50,1847852,1910306,303666
0,,86036,81329,0
0,,57218,159947,0
,,,2790,0
50,25,1305059,1509992,1141076
8,20,101785,103214,77607
5,35,581478,1448606,496984
0,30,281626,113544,0
13,,395905,378331,278518
20,10,609502,616025,290973
8,135,80972,71515,50924
5,150,312672,484267,218578
0,0,345782,397205,0
70,2500,1524379,1469385,780742
13,300,565856,894107,181118
0,,90055,227058,0
0,0,2615884,4795415,0
123,450,3886231,3882947,3064714
0,0,588213,109462,0
7,275,34294,-85713,0
0,6100,1287750,1197977,0
4,0,114522,118896,62108
0,0,265378,257004,0
6,100,2846317,5470610,377309
0,0,218335,221497,0
0,0,207732,224021,0
132,805,45254226,48368617,22894672
0,,172247,158888,43249
0,163,57096,64333,0
0,300,312455,745178,549400
11,100,1120323,1125350,239008
403,0,25787734,27951847,19210451
0,,75023,42510,0
214,12,79791350,98219781,30456484
9,25,289613,255297,174158
0,3,128623,157230,0
